"","X","city","season","status","status.test","concentration","species","region","city_new","BM","pop"
"1",120,"N-BD","spring","3.post-predicted","Predicted_PM25_real",49.347267,"PM25","N","N-BD-pre","19.17","1143.27"
"2",121,"N-BD","spring","3.post-predicted","Predicted_PM25_real",46.817677,"PM25","N","N-BD-pre","19.17","1143.27"
"3",122,"N-BD","spring","3.post-predicted","Predicted_PM25_real",31.789879,"PM25","N","N-BD-pre","19.17","1143.27"
"4",123,"N-BD","spring","3.post-predicted","Predicted_PM25_real",54.246582,"PM25","N","N-BD-pre","19.17","1143.27"
"5",124,"N-BD","spring","3.post-predicted","Predicted_PM25_real",55.875217,"PM25","N","N-BD-pre","19.17","1143.27"
"6",125,"N-BD","spring","3.post-predicted","Predicted_PM25_real",47.638,"PM25","N","N-BD-pre","19.17","1143.27"
"7",126,"N-BD","spring","3.post-predicted","Predicted_PM25_real",33.120934,"PM25","N","N-BD-pre","19.17","1143.27"
"8",127,"N-BD","spring","3.post-predicted","Predicted_PM25_real",37.320778,"PM25","N","N-BD-pre","19.17","1143.27"
"9",128,"N-BD","spring","3.post-predicted","Predicted_PM25_real",59.513626,"PM25","N","N-BD-pre","19.17","1143.27"
"10",129,"N-BD","spring","3.post-predicted","Predicted_PM25_real",39.988613,"PM25","N","N-BD-pre","19.17","1143.27"
"11",130,"N-BD","spring","3.post-predicted","Predicted_PM25_real",42.007435,"PM25","N","N-BD-pre","19.17","1143.27"
"12",131,"N-BD","spring","3.post-predicted","Predicted_PM25_real",44.637596,"PM25","N","N-BD-pre","19.17","1143.27"
"13",132,"N-BD","spring","3.post-predicted","Predicted_PM25_real",53.85093,"PM25","N","N-BD-pre","19.17","1143.27"
"14",133,"N-BD","spring","3.post-predicted","Predicted_PM25_real",46.048943,"PM25","N","N-BD-pre","19.17","1143.27"
"15",134,"N-BD","spring","3.post-predicted","Predicted_PM25_real",53.054337,"PM25","N","N-BD-pre","19.17","1143.27"
"16",135,"N-BD","spring","3.post-predicted","Predicted_PM25_real",65.99628,"PM25","N","N-BD-pre","19.17","1143.27"
"17",136,"N-BD","spring","3.post-predicted","Predicted_PM25_real",52.285873,"PM25","N","N-BD-pre","19.17","1143.27"
"18",137,"N-BD","spring","3.post-predicted","Predicted_PM25_real",28.329573,"PM25","N","N-BD-pre","19.17","1143.27"
"19",138,"N-BD","spring","3.post-predicted","Predicted_PM25_real",34.632057,"PM25","N","N-BD-pre","19.17","1143.27"
"20",139,"N-BD","spring","3.post-predicted","Predicted_PM25_real",35.712006,"PM25","N","N-BD-pre","19.17","1143.27"
"21",140,"N-BD","spring","3.post-predicted","Predicted_PM25_real",38.016003,"PM25","N","N-BD-pre","19.17","1143.27"
"22",141,"N-BD","spring","3.post-predicted","Predicted_PM25_real",38.620693,"PM25","N","N-BD-pre","19.17","1143.27"
"23",142,"N-BD","spring","3.post-predicted","Predicted_PM25_real",40.600143,"PM25","N","N-BD-pre","19.17","1143.27"
"24",143,"N-BD","spring","3.post-predicted","Predicted_PM25_real",38.697758,"PM25","N","N-BD-pre","19.17","1143.27"
"25",144,"N-BD","spring","3.post-predicted","Predicted_PM25_real",37.470688,"PM25","N","N-BD-pre","19.17","1143.27"
"26",145,"N-BD","spring","3.post-predicted","Predicted_PM25_real",21.793396,"PM25","N","N-BD-pre","19.17","1143.27"
"27",146,"N-BD","summer","3.post-predicted","Predicted_PM25_real",18.991333,"PM25","N","N-BD-pre","19.17","1143.27"
"28",147,"N-BD","summer","3.post-predicted","Predicted_PM25_real",40.047424,"PM25","N","N-BD-pre","19.17","1143.27"
"29",148,"N-BD","summer","3.post-predicted","Predicted_PM25_real",49.07126,"PM25","N","N-BD-pre","19.17","1143.27"
"30",149,"N-BD","summer","3.post-predicted","Predicted_PM25_real",33.468315,"PM25","N","N-BD-pre","19.17","1143.27"
"31",150,"N-BD","summer","3.post-predicted","Predicted_PM25_real",31.73756,"PM25","N","N-BD-pre","19.17","1143.27"
"32",151,"N-BD","summer","3.post-predicted","Predicted_PM25_real",38.9073,"PM25","N","N-BD-pre","19.17","1143.27"
"33",152,"N-BD","summer","3.post-predicted","Predicted_PM25_real",36.13038,"PM25","N","N-BD-pre","19.17","1143.27"
"34",153,"N-BD","summer","3.post-predicted","Predicted_PM25_real",29.940048,"PM25","N","N-BD-pre","19.17","1143.27"
"35",154,"N-BD","summer","3.post-predicted","Predicted_PM25_real",30.69394,"PM25","N","N-BD-pre","19.17","1143.27"
"36",155,"N-BD","summer","3.post-predicted","Predicted_PM25_real",32.724144,"PM25","N","N-BD-pre","19.17","1143.27"
"37",156,"N-BD","summer","3.post-predicted","Predicted_PM25_real",42.6445,"PM25","N","N-BD-pre","19.17","1143.27"
"38",157,"N-BD","summer","3.post-predicted","Predicted_PM25_real",46.11823,"PM25","N","N-BD-pre","19.17","1143.27"
"39",158,"N-BD","summer","3.post-predicted","Predicted_PM25_real",41.256794,"PM25","N","N-BD-pre","19.17","1143.27"
"40",159,"N-BD","summer","3.post-predicted","Predicted_PM25_real",38.79339,"PM25","N","N-BD-pre","19.17","1143.27"
"41",160,"N-BD","summer","3.post-predicted","Predicted_PM25_real",42.143246,"PM25","N","N-BD-pre","19.17","1143.27"
"42",161,"N-BD","summer","3.post-predicted","Predicted_PM25_real",44.80513,"PM25","N","N-BD-pre","19.17","1143.27"
"43",162,"N-BD","summer","3.post-predicted","Predicted_PM25_real",44.890316,"PM25","N","N-BD-pre","19.17","1143.27"
"44",163,"N-BD","summer","3.post-predicted","Predicted_PM25_real",15.616175,"PM25","N","N-BD-pre","19.17","1143.27"
"45",164,"N-BD","summer","3.post-predicted","Predicted_PM25_real",43.513218,"PM25","N","N-BD-pre","19.17","1143.27"
"46",165,"N-BD","summer","3.post-predicted","Predicted_PM25_real",47.69973,"PM25","N","N-BD-pre","19.17","1143.27"
"47",166,"N-BD","summer","3.post-predicted","Predicted_PM25_real",47.35614,"PM25","N","N-BD-pre","19.17","1143.27"
"48",167,"N-BD","summer","3.post-predicted","Predicted_PM25_real",49.211426,"PM25","N","N-BD-pre","19.17","1143.27"
"49",168,"N-BD","summer","3.post-predicted","Predicted_PM25_real",42.930077,"PM25","N","N-BD-pre","19.17","1143.27"
"50",169,"N-BD","summer","3.post-predicted","Predicted_PM25_real",49.647533,"PM25","N","N-BD-pre","19.17","1143.27"
"51",170,"N-BD","summer","3.post-predicted","Predicted_PM25_real",45.39805,"PM25","N","N-BD-pre","19.17","1143.27"
"52",171,"N-BD","summer","3.post-predicted","Predicted_PM25_real",57.47045,"PM25","N","N-BD-pre","19.17","1143.27"
"53",172,"N-BD","summer","3.post-predicted","Predicted_PM25_real",43.205738,"PM25","N","N-BD-pre","19.17","1143.27"
"54",173,"N-BD","summer","3.post-predicted","Predicted_PM25_real",43.939106,"PM25","N","N-BD-pre","19.17","1143.27"
"55",174,"N-BD","summer","3.post-predicted","Predicted_PM25_real",31.721455,"PM25","N","N-BD-pre","19.17","1143.27"
"56",175,"N-BD","summer","3.post-predicted","Predicted_PM25_real",38.901104,"PM25","N","N-BD-pre","19.17","1143.27"
"57",176,"N-BD","summer","3.post-predicted","Predicted_PM25_real",49.621105,"PM25","N","N-BD-pre","19.17","1143.27"
"58",177,"N-BD","summer","3.post-predicted","Predicted_PM25_real",44.0592,"PM25","N","N-BD-pre","19.17","1143.27"
"59",178,"N-BD","summer","3.post-predicted","Predicted_PM25_real",37.93151,"PM25","N","N-BD-pre","19.17","1143.27"
"60",179,"N-BD","summer","3.post-predicted","Predicted_PM25_real",44.7332,"PM25","N","N-BD-pre","19.17","1143.27"
"61",180,"N-BD","summer","3.post-predicted","Predicted_PM25_real",46.25528,"PM25","N","N-BD-pre","19.17","1143.27"
"62",181,"N-BD","summer","3.post-predicted","Predicted_PM25_real",33.03287,"PM25","N","N-BD-pre","19.17","1143.27"
"63",182,"N-BD","summer","3.post-predicted","Predicted_PM25_real",38.660416,"PM25","N","N-BD-pre","19.17","1143.27"
"64",183,"N-BD","summer","3.post-predicted","Predicted_PM25_real",43.03619,"PM25","N","N-BD-pre","19.17","1143.27"
"65",184,"N-BD","summer","3.post-predicted","Predicted_PM25_real",32.69391,"PM25","N","N-BD-pre","19.17","1143.27"
"66",185,"N-BD","summer","3.post-predicted","Predicted_PM25_real",49.921135,"PM25","N","N-BD-pre","19.17","1143.27"
"67",186,"N-BD","summer","3.post-predicted","Predicted_PM25_real",38.28566,"PM25","N","N-BD-pre","19.17","1143.27"
"68",187,"N-BD","summer","3.post-predicted","Predicted_PM25_real",46.280273,"PM25","N","N-BD-pre","19.17","1143.27"
"69",188,"N-BD","summer","3.post-predicted","Predicted_PM25_real",37.700436,"PM25","N","N-BD-pre","19.17","1143.27"
"70",189,"N-BD","summer","3.post-predicted","Predicted_PM25_real",35.470894,"PM25","N","N-BD-pre","19.17","1143.27"
"71",190,"N-BD","summer","3.post-predicted","Predicted_PM25_real",44.41958,"PM25","N","N-BD-pre","19.17","1143.27"
"72",191,"N-BD","summer","3.post-predicted","Predicted_PM25_real",41.81472,"PM25","N","N-BD-pre","19.17","1143.27"
"73",192,"N-BD","summer","3.post-predicted","Predicted_PM25_real",44.893227,"PM25","N","N-BD-pre","19.17","1143.27"
"74",193,"N-BD","summer","3.post-predicted","Predicted_PM25_real",46.360085,"PM25","N","N-BD-pre","19.17","1143.27"
"75",194,"N-BD","summer","3.post-predicted","Predicted_PM25_real",48.093567,"PM25","N","N-BD-pre","19.17","1143.27"
"76",195,"N-BD","summer","3.post-predicted","Predicted_PM25_real",49.051254,"PM25","N","N-BD-pre","19.17","1143.27"
"77",196,"N-BD","summer","3.post-predicted","Predicted_PM25_real",51.53394,"PM25","N","N-BD-pre","19.17","1143.27"
"78",197,"N-BD","summer","3.post-predicted","Predicted_PM25_real",36.759956,"PM25","N","N-BD-pre","19.17","1143.27"
"79",198,"N-BD","summer","3.post-predicted","Predicted_PM25_real",46.945854,"PM25","N","N-BD-pre","19.17","1143.27"
"80",199,"N-BD","summer","3.post-predicted","Predicted_PM25_real",46.86449,"PM25","N","N-BD-pre","19.17","1143.27"
"81",200,"N-BD","summer","3.post-predicted","Predicted_PM25_real",44.871326,"PM25","N","N-BD-pre","19.17","1143.27"
"82",201,"N-BD","summer","3.post-predicted","Predicted_PM25_real",42.035355,"PM25","N","N-BD-pre","19.17","1143.27"
"83",202,"N-BD","summer","3.post-predicted","Predicted_PM25_real",39.7019,"PM25","N","N-BD-pre","19.17","1143.27"
"84",203,"N-BD","summer","3.post-predicted","Predicted_PM25_real",34.04851,"PM25","N","N-BD-pre","19.17","1143.27"
"85",204,"N-BD","summer","3.post-predicted","Predicted_PM25_real",41.85097,"PM25","N","N-BD-pre","19.17","1143.27"
"86",205,"N-BD","summer","3.post-predicted","Predicted_PM25_real",44.69749,"PM25","N","N-BD-pre","19.17","1143.27"
"87",206,"N-BD","summer","3.post-predicted","Predicted_PM25_real",42.926727,"PM25","N","N-BD-pre","19.17","1143.27"
"88",207,"N-BD","summer","3.post-predicted","Predicted_PM25_real",39.84889,"PM25","N","N-BD-pre","19.17","1143.27"
"89",208,"N-BD","summer","3.post-predicted","Predicted_PM25_real",64.74486,"PM25","N","N-BD-pre","19.17","1143.27"
"90",209,"N-BD","summer","3.post-predicted","Predicted_PM25_real",48.471405,"PM25","N","N-BD-pre","19.17","1143.27"
"91",210,"N-BD","summer","3.post-predicted","Predicted_PM25_real",47.28589,"PM25","N","N-BD-pre","19.17","1143.27"
"92",211,"N-BD","summer","3.post-predicted","Predicted_PM25_real",17.342678,"PM25","N","N-BD-pre","19.17","1143.27"
"93",212,"N-BD","summer","3.post-predicted","Predicted_PM25_real",21.117693,"PM25","N","N-BD-pre","19.17","1143.27"
"94",213,"N-BD","summer","3.post-predicted","Predicted_PM25_real",54.215164,"PM25","N","N-BD-pre","19.17","1143.27"
"95",214,"N-BD","summer","3.post-predicted","Predicted_PM25_real",34.819218,"PM25","N","N-BD-pre","19.17","1143.27"
"96",215,"N-BD","summer","3.post-predicted","Predicted_PM25_real",32.82676,"PM25","N","N-BD-pre","19.17","1143.27"
"97",216,"N-BD","summer","3.post-predicted","Predicted_PM25_real",44.27972,"PM25","N","N-BD-pre","19.17","1143.27"
"98",217,"N-BD","summer","3.post-predicted","Predicted_PM25_real",35.513,"PM25","N","N-BD-pre","19.17","1143.27"
"99",218,"N-BD","summer","3.post-predicted","Predicted_PM25_real",43.173203,"PM25","N","N-BD-pre","19.17","1143.27"
"100",219,"N-BD","summer","3.post-predicted","Predicted_PM25_real",45.322014,"PM25","N","N-BD-pre","19.17","1143.27"
"101",220,"N-BD","summer","3.post-predicted","Predicted_PM25_real",31.416737,"PM25","N","N-BD-pre","19.17","1143.27"
"102",221,"N-BD","summer","3.post-predicted","Predicted_PM25_real",40.242718,"PM25","N","N-BD-pre","19.17","1143.27"
"103",222,"N-BD","summer","3.post-predicted","Predicted_PM25_real",20.216684,"PM25","N","N-BD-pre","19.17","1143.27"
"104",223,"N-BD","summer","3.post-predicted","Predicted_PM25_real",29.697763,"PM25","N","N-BD-pre","19.17","1143.27"
"105",224,"N-BD","summer","3.post-predicted","Predicted_PM25_real",35.724186,"PM25","N","N-BD-pre","19.17","1143.27"
"106",225,"N-BD","summer","3.post-predicted","Predicted_PM25_real",35.372368,"PM25","N","N-BD-pre","19.17","1143.27"
"107",226,"N-BD","summer","3.post-predicted","Predicted_PM25_real",64.39303,"PM25","N","N-BD-pre","19.17","1143.27"
"108",227,"N-BD","summer","3.post-predicted","Predicted_PM25_real",54.08247,"PM25","N","N-BD-pre","19.17","1143.27"
"109",228,"N-BD","summer","3.post-predicted","Predicted_PM25_real",28.803858,"PM25","N","N-BD-pre","19.17","1143.27"
"110",229,"N-BD","summer","3.post-predicted","Predicted_PM25_real",33.545887,"PM25","N","N-BD-pre","19.17","1143.27"
"111",230,"N-BD","summer","3.post-predicted","Predicted_PM25_real",21.19535,"PM25","N","N-BD-pre","19.17","1143.27"
"112",231,"N-BD","summer","3.post-predicted","Predicted_PM25_real",26.54459,"PM25","N","N-BD-pre","19.17","1143.27"
"113",232,"N-BD","summer","3.post-predicted","Predicted_PM25_real",33.63058,"PM25","N","N-BD-pre","19.17","1143.27"
"114",233,"N-BD","summer","3.post-predicted","Predicted_PM25_real",34.510056,"PM25","N","N-BD-pre","19.17","1143.27"
"115",234,"N-BD","summer","3.post-predicted","Predicted_PM25_real",29.141426,"PM25","N","N-BD-pre","19.17","1143.27"
"116",235,"N-BD","summer","3.post-predicted","Predicted_PM25_real",38.641537,"PM25","N","N-BD-pre","19.17","1143.27"
"117",236,"N-BD","fall","3.post-predicted","Predicted_PM25_real",30.852514,"PM25","N","N-BD-pre","19.17","1143.27"
"118",237,"N-BD","fall","3.post-predicted","Predicted_PM25_real",30.725315,"PM25","N","N-BD-pre","19.17","1143.27"
"119",238,"N-BD","fall","3.post-predicted","Predicted_PM25_real",27.95587,"PM25","N","N-BD-pre","19.17","1143.27"
"120",239,"N-BD","fall","3.post-predicted","Predicted_PM25_real",47.09555,"PM25","N","N-BD-pre","19.17","1143.27"
"121",240,"N-BD","fall","3.post-predicted","Predicted_PM25_real",36.15537,"PM25","N","N-BD-pre","19.17","1143.27"
"122",241,"N-BD","fall","3.post-predicted","Predicted_PM25_real",28.005993,"PM25","N","N-BD-pre","19.17","1143.27"
"123",242,"N-BD","fall","3.post-predicted","Predicted_PM25_real",31.644402,"PM25","N","N-BD-pre","19.17","1143.27"
"124",243,"N-BD","fall","3.post-predicted","Predicted_PM25_real",35.69246,"PM25","N","N-BD-pre","19.17","1143.27"
"125",244,"N-BD","fall","3.post-predicted","Predicted_PM25_real",22.252377,"PM25","N","N-BD-pre","19.17","1143.27"
"126",245,"N-BD","fall","3.post-predicted","Predicted_PM25_real",27.649225,"PM25","N","N-BD-pre","19.17","1143.27"
"127",246,"N-BD","fall","3.post-predicted","Predicted_PM25_real",32.906494,"PM25","N","N-BD-pre","19.17","1143.27"
"128",247,"N-BD","fall","3.post-predicted","Predicted_PM25_real",32.527237,"PM25","N","N-BD-pre","19.17","1143.27"
"129",248,"N-BD","fall","3.post-predicted","Predicted_PM25_real",32.546963,"PM25","N","N-BD-pre","19.17","1143.27"
"130",249,"N-BD","fall","3.post-predicted","Predicted_PM25_real",37.321648,"PM25","N","N-BD-pre","19.17","1143.27"
"131",250,"N-BD","fall","3.post-predicted","Predicted_PM25_real",44.061058,"PM25","N","N-BD-pre","19.17","1143.27"
"132",251,"N-BD","fall","3.post-predicted","Predicted_PM25_real",44.855156,"PM25","N","N-BD-pre","19.17","1143.27"
"133",252,"N-BD","fall","3.post-predicted","Predicted_PM25_real",48.324646,"PM25","N","N-BD-pre","19.17","1143.27"
"134",253,"N-BD","fall","3.post-predicted","Predicted_PM25_real",31.174507,"PM25","N","N-BD-pre","19.17","1143.27"
"135",254,"N-BD","fall","3.post-predicted","Predicted_PM25_real",57.99767,"PM25","N","N-BD-pre","19.17","1143.27"
"136",255,"N-BD","fall","3.post-predicted","Predicted_PM25_real",46.49632,"PM25","N","N-BD-pre","19.17","1143.27"
"137",256,"N-BD","fall","3.post-predicted","Predicted_PM25_real",41.921646,"PM25","N","N-BD-pre","19.17","1143.27"
"138",257,"N-BD","fall","3.post-predicted","Predicted_PM25_real",30.221146,"PM25","N","N-BD-pre","19.17","1143.27"
"139",258,"N-BD","fall","3.post-predicted","Predicted_PM25_real",25.339539,"PM25","N","N-BD-pre","19.17","1143.27"
"140",259,"N-BD","fall","3.post-predicted","Predicted_PM25_real",31.082344,"PM25","N","N-BD-pre","19.17","1143.27"
"141",260,"N-BD","fall","3.post-predicted","Predicted_PM25_real",30.374743,"PM25","N","N-BD-pre","19.17","1143.27"
"142",261,"N-BD","fall","3.post-predicted","Predicted_PM25_real",37.369324,"PM25","N","N-BD-pre","19.17","1143.27"
"143",262,"N-BD","fall","3.post-predicted","Predicted_PM25_real",45.096767,"PM25","N","N-BD-pre","19.17","1143.27"
"144",263,"N-BD","fall","3.post-predicted","Predicted_PM25_real",35.877087,"PM25","N","N-BD-pre","19.17","1143.27"
"145",264,"N-BD","fall","3.post-predicted","Predicted_PM25_real",44.68939,"PM25","N","N-BD-pre","19.17","1143.27"
"146",265,"N-BD","fall","3.post-predicted","Predicted_PM25_real",42.698353,"PM25","N","N-BD-pre","19.17","1143.27"
"147",266,"N-BD","fall","3.post-predicted","Predicted_PM25_real",36.84115,"PM25","N","N-BD-pre","19.17","1143.27"
"148",267,"N-BD","fall","3.post-predicted","Predicted_PM25_real",51.114925,"PM25","N","N-BD-pre","19.17","1143.27"
"149",268,"N-BD","fall","3.post-predicted","Predicted_PM25_real",65.49022,"PM25","N","N-BD-pre","19.17","1143.27"
"150",269,"N-BD","fall","3.post-predicted","Predicted_PM25_real",39.48528,"PM25","N","N-BD-pre","19.17","1143.27"
"151",270,"N-BD","fall","3.post-predicted","Predicted_PM25_real",41.27564,"PM25","N","N-BD-pre","19.17","1143.27"
"152",271,"N-BD","fall","3.post-predicted","Predicted_PM25_real",60.11546,"PM25","N","N-BD-pre","19.17","1143.27"
"153",272,"N-BD","fall","3.post-predicted","Predicted_PM25_real",42.31293,"PM25","N","N-BD-pre","19.17","1143.27"
"154",273,"N-BD","fall","3.post-predicted","Predicted_PM25_real",43.122692,"PM25","N","N-BD-pre","19.17","1143.27"
"155",274,"N-BD","fall","3.post-predicted","Predicted_PM25_real",38.77831,"PM25","N","N-BD-pre","19.17","1143.27"
"156",275,"N-BD","fall","3.post-predicted","Predicted_PM25_real",17.651917,"PM25","N","N-BD-pre","19.17","1143.27"
"157",276,"N-BD","fall","3.post-predicted","Predicted_PM25_real",34.32371,"PM25","N","N-BD-pre","19.17","1143.27"
"158",277,"N-BD","fall","3.post-predicted","Predicted_PM25_real",56.02259,"PM25","N","N-BD-pre","19.17","1143.27"
"159",278,"N-BD","fall","3.post-predicted","Predicted_PM25_real",53.203045,"PM25","N","N-BD-pre","19.17","1143.27"
"160",279,"N-BD","fall","3.post-predicted","Predicted_PM25_real",83.24889,"PM25","N","N-BD-pre","19.17","1143.27"
"161",280,"N-BD","fall","3.post-predicted","Predicted_PM25_real",53.37404,"PM25","N","N-BD-pre","19.17","1143.27"
"162",281,"N-BD","fall","3.post-predicted","Predicted_PM25_real",58.933636,"PM25","N","N-BD-pre","19.17","1143.27"
"163",282,"N-BD","fall","3.post-predicted","Predicted_PM25_real",45.858044,"PM25","N","N-BD-pre","19.17","1143.27"
"164",283,"N-BD","fall","3.post-predicted","Predicted_PM25_real",26.056923,"PM25","N","N-BD-pre","19.17","1143.27"
"165",284,"N-BD","fall","3.post-predicted","Predicted_PM25_real",32.937794,"PM25","N","N-BD-pre","19.17","1143.27"
"166",285,"N-BD","fall","3.post-predicted","Predicted_PM25_real",55.771713,"PM25","N","N-BD-pre","19.17","1143.27"
"167",286,"N-BD","fall","3.post-predicted","Predicted_PM25_real",76.58896,"PM25","N","N-BD-pre","19.17","1143.27"
"168",287,"N-BD","fall","3.post-predicted","Predicted_PM25_real",28.93519,"PM25","N","N-BD-pre","19.17","1143.27"
"169",288,"N-BD","fall","3.post-predicted","Predicted_PM25_real",38.66924,"PM25","N","N-BD-pre","19.17","1143.27"
"170",289,"N-BD","fall","3.post-predicted","Predicted_PM25_real",46.78726,"PM25","N","N-BD-pre","19.17","1143.27"
"171",290,"N-BD","fall","3.post-predicted","Predicted_PM25_real",56.70262,"PM25","N","N-BD-pre","19.17","1143.27"
"172",291,"N-BD","fall","3.post-predicted","Predicted_PM25_real",55.014038,"PM25","N","N-BD-pre","19.17","1143.27"
"173",292,"N-BD","fall","3.post-predicted","Predicted_PM25_real",37.453926,"PM25","N","N-BD-pre","19.17","1143.27"
"174",293,"N-BD","fall","3.post-predicted","Predicted_PM25_real",26.749912,"PM25","N","N-BD-pre","19.17","1143.27"
"175",294,"N-BD","fall","3.post-predicted","Predicted_PM25_real",43.79134,"PM25","N","N-BD-pre","19.17","1143.27"
"176",295,"N-BD","fall","3.post-predicted","Predicted_PM25_real",46.460617,"PM25","N","N-BD-pre","19.17","1143.27"
"177",296,"N-BD","fall","3.post-predicted","Predicted_PM25_real",73.44883,"PM25","N","N-BD-pre","19.17","1143.27"
"178",297,"N-BD","fall","3.post-predicted","Predicted_PM25_real",74.54493,"PM25","N","N-BD-pre","19.17","1143.27"
"179",298,"N-BD","fall","3.post-predicted","Predicted_PM25_real",47.715073,"PM25","N","N-BD-pre","19.17","1143.27"
"180",299,"N-BD","fall","3.post-predicted","Predicted_PM25_real",64.33807,"PM25","N","N-BD-pre","19.17","1143.27"
"181",300,"N-BD","fall","3.post-predicted","Predicted_PM25_real",46.94926,"PM25","N","N-BD-pre","19.17","1143.27"
"182",301,"N-BD","fall","3.post-predicted","Predicted_PM25_real",64.582855,"PM25","N","N-BD-pre","19.17","1143.27"
"183",302,"N-BD","fall","3.post-predicted","Predicted_PM25_real",44.00423,"PM25","N","N-BD-pre","19.17","1143.27"
"184",303,"N-BD","fall","3.post-predicted","Predicted_PM25_real",52.107197,"PM25","N","N-BD-pre","19.17","1143.27"
"185",304,"N-BD","fall","3.post-predicted","Predicted_PM25_real",26.477562,"PM25","N","N-BD-pre","19.17","1143.27"
"186",305,"N-BD","fall","3.post-predicted","Predicted_PM25_real",49.512917,"PM25","N","N-BD-pre","19.17","1143.27"
"187",306,"N-BD","fall","3.post-predicted","Predicted_PM25_real",54.630737,"PM25","N","N-BD-pre","19.17","1143.27"
"188",307,"N-BD","fall","3.post-predicted","Predicted_PM25_real",68.24919,"PM25","N","N-BD-pre","19.17","1143.27"
"189",308,"N-BD","fall","3.post-predicted","Predicted_PM25_real",51.76781,"PM25","N","N-BD-pre","19.17","1143.27"
"190",309,"N-BD","fall","3.post-predicted","Predicted_PM25_real",38.831043,"PM25","N","N-BD-pre","19.17","1143.27"
"191",310,"N-BD","fall","3.post-predicted","Predicted_PM25_real",23.304914,"PM25","N","N-BD-pre","19.17","1143.27"
"192",311,"N-BD","fall","3.post-predicted","Predicted_PM25_real",65.37206,"PM25","N","N-BD-pre","19.17","1143.27"
"193",312,"N-BD","fall","3.post-predicted","Predicted_PM25_real",69.557785,"PM25","N","N-BD-pre","19.17","1143.27"
"194",313,"N-BD","fall","3.post-predicted","Predicted_PM25_real",119.2075,"PM25","N","N-BD-pre","19.17","1143.27"
"195",314,"N-BD","fall","3.post-predicted","Predicted_PM25_real",59.06103,"PM25","N","N-BD-pre","19.17","1143.27"
"196",315,"N-BD","fall","3.post-predicted","Predicted_PM25_real",56.14276,"PM25","N","N-BD-pre","19.17","1143.27"
"197",316,"N-BD","fall","3.post-predicted","Predicted_PM25_real",70.401726,"PM25","N","N-BD-pre","19.17","1143.27"
"198",317,"N-BD","fall","3.post-predicted","Predicted_PM25_real",60.602222,"PM25","N","N-BD-pre","19.17","1143.27"
"199",318,"N-BD","fall","3.post-predicted","Predicted_PM25_real",74.7059,"PM25","N","N-BD-pre","19.17","1143.27"
"200",319,"N-BD","fall","3.post-predicted","Predicted_PM25_real",77.819565,"PM25","N","N-BD-pre","19.17","1143.27"
"201",320,"N-BD","fall","3.post-predicted","Predicted_PM25_real",72.8826,"PM25","N","N-BD-pre","19.17","1143.27"
"202",321,"N-BD","fall","3.post-predicted","Predicted_PM25_real",47.10406,"PM25","N","N-BD-pre","19.17","1143.27"
"203",322,"N-BD","fall","3.post-predicted","Predicted_PM25_real",59.607216,"PM25","N","N-BD-pre","19.17","1143.27"
"204",323,"N-BD","fall","3.post-predicted","Predicted_PM25_real",99.29273,"PM25","N","N-BD-pre","19.17","1143.27"
"205",324,"N-BD","fall","3.post-predicted","Predicted_PM25_real",100.59459,"PM25","N","N-BD-pre","19.17","1143.27"
"206",325,"N-BD","fall","3.post-predicted","Predicted_PM25_real",133.74123,"PM25","N","N-BD-pre","19.17","1143.27"
"207",326,"N-BD","fall","3.post-predicted","Predicted_PM25_real",116.3673,"PM25","N","N-BD-pre","19.17","1143.27"
"208",327,"N-BD","winter","3.post-predicted","Predicted_PM25_real",164.40689,"PM25","N","N-BD-pre","19.17","1143.27"
"209",328,"N-BD","winter","3.post-predicted","Predicted_PM25_real",85.68499,"PM25","N","N-BD-pre","19.17","1143.27"
"210",329,"N-BD","winter","3.post-predicted","Predicted_PM25_real",65.809616,"PM25","N","N-BD-pre","19.17","1143.27"
"211",330,"N-BD","winter","3.post-predicted","Predicted_PM25_real",177.08356,"PM25","N","N-BD-pre","19.17","1143.27"
"212",331,"N-BD","winter","3.post-predicted","Predicted_PM25_real",101.832306,"PM25","N","N-BD-pre","19.17","1143.27"
"213",332,"N-BD","winter","3.post-predicted","Predicted_PM25_real",110.1295,"PM25","N","N-BD-pre","19.17","1143.27"
"214",333,"N-BD","winter","3.post-predicted","Predicted_PM25_real",69.32532,"PM25","N","N-BD-pre","19.17","1143.27"
"215",334,"N-BD","winter","3.post-predicted","Predicted_PM25_real",123.120255,"PM25","N","N-BD-pre","19.17","1143.27"
"216",335,"N-BD","winter","3.post-predicted","Predicted_PM25_real",93.17054,"PM25","N","N-BD-pre","19.17","1143.27"
"217",336,"N-BD","winter","3.post-predicted","Predicted_PM25_real",72.60849,"PM25","N","N-BD-pre","19.17","1143.27"
"218",337,"N-BD","winter","3.post-predicted","Predicted_PM25_real",53.690937,"PM25","N","N-BD-pre","19.17","1143.27"
"219",338,"N-BD","winter","3.post-predicted","Predicted_PM25_real",110.236595,"PM25","N","N-BD-pre","19.17","1143.27"
"220",339,"N-BD","winter","3.post-predicted","Predicted_PM25_real",93.49548,"PM25","N","N-BD-pre","19.17","1143.27"
"221",340,"N-BD","winter","3.post-predicted","Predicted_PM25_real",77.95096,"PM25","N","N-BD-pre","19.17","1143.27"
