"","X","city","season","status","status.test","concentration","species","region","city_new","BM","pop"
"5975",7197,"E-JN","summer","3.post-predicted","Predicted_PM25_real",21.956419,"PM25","E","E-JN-pre","16.37","796.74"
"5976",7198,"E-JN","summer","3.post-predicted","Predicted_PM25_real",28.895998,"PM25","E","E-JN-pre","16.37","796.74"
"5977",7199,"E-JN","summer","3.post-predicted","Predicted_PM25_real",26.895922,"PM25","E","E-JN-pre","16.37","796.74"
"5978",7200,"E-JN","summer","3.post-predicted","Predicted_PM25_real",37.502136,"PM25","E","E-JN-pre","16.37","796.74"
"5979",7201,"E-JN","summer","3.post-predicted","Predicted_PM25_real",39.90693,"PM25","E","E-JN-pre","16.37","796.74"
"5980",7202,"E-JN","summer","3.post-predicted","Predicted_PM25_real",27.63287,"PM25","E","E-JN-pre","16.37","796.74"
"5981",7203,"E-JN","summer","3.post-predicted","Predicted_PM25_real",34.562035,"PM25","E","E-JN-pre","16.37","796.74"
"5982",7204,"E-JN","summer","3.post-predicted","Predicted_PM25_real",41.517403,"PM25","E","E-JN-pre","16.37","796.74"
"5983",7205,"E-JN","summer","3.post-predicted","Predicted_PM25_real",39.10726,"PM25","E","E-JN-pre","16.37","796.74"
"5984",7206,"E-JN","summer","3.post-predicted","Predicted_PM25_real",41.192604,"PM25","E","E-JN-pre","16.37","796.74"
"5985",7207,"E-JN","summer","3.post-predicted","Predicted_PM25_real",35.0972,"PM25","E","E-JN-pre","16.37","796.74"
"5986",7208,"E-JN","summer","3.post-predicted","Predicted_PM25_real",29.122854,"PM25","E","E-JN-pre","16.37","796.74"
"5987",7209,"E-JN","summer","3.post-predicted","Predicted_PM25_real",43.741413,"PM25","E","E-JN-pre","16.37","796.74"
"5988",7210,"E-JN","summer","3.post-predicted","Predicted_PM25_real",15.575117,"PM25","E","E-JN-pre","16.37","796.74"
"5989",7211,"E-JN","summer","3.post-predicted","Predicted_PM25_real",27.591728,"PM25","E","E-JN-pre","16.37","796.74"
"5990",7212,"E-JN","summer","3.post-predicted","Predicted_PM25_real",35.89933,"PM25","E","E-JN-pre","16.37","796.74"
"5991",7213,"E-JN","summer","3.post-predicted","Predicted_PM25_real",24.130278,"PM25","E","E-JN-pre","16.37","796.74"
"5992",7214,"E-JN","summer","3.post-predicted","Predicted_PM25_real",29.529074,"PM25","E","E-JN-pre","16.37","796.74"
"5993",7215,"E-JN","summer","3.post-predicted","Predicted_PM25_real",24.579708,"PM25","E","E-JN-pre","16.37","796.74"
"5994",7216,"E-JN","summer","3.post-predicted","Predicted_PM25_real",36.37697,"PM25","E","E-JN-pre","16.37","796.74"
"5995",7217,"E-JN","summer","3.post-predicted","Predicted_PM25_real",11.986291,"PM25","E","E-JN-pre","16.37","796.74"
"5996",7218,"E-JN","summer","3.post-predicted","Predicted_PM25_real",23.189291,"PM25","E","E-JN-pre","16.37","796.74"
"5997",7219,"E-JN","summer","3.post-predicted","Predicted_PM25_real",38.653667,"PM25","E","E-JN-pre","16.37","796.74"
"5998",7220,"E-JN","summer","3.post-predicted","Predicted_PM25_real",21.172094,"PM25","E","E-JN-pre","16.37","796.74"
"5999",7221,"E-JN","summer","3.post-predicted","Predicted_PM25_real",17.85006,"PM25","E","E-JN-pre","16.37","796.74"
"6000",7222,"E-JN","summer","3.post-predicted","Predicted_PM25_real",33.19416,"PM25","E","E-JN-pre","16.37","796.74"
"6001",7223,"E-JN","summer","3.post-predicted","Predicted_PM25_real",44.56682,"PM25","E","E-JN-pre","16.37","796.74"
"6002",7224,"E-JN","summer","3.post-predicted","Predicted_PM25_real",21.603466,"PM25","E","E-JN-pre","16.37","796.74"
"6003",7225,"E-JN","summer","3.post-predicted","Predicted_PM25_real",24.094156,"PM25","E","E-JN-pre","16.37","796.74"
"6004",7226,"E-JN","summer","3.post-predicted","Predicted_PM25_real",26.45143,"PM25","E","E-JN-pre","16.37","796.74"
"6005",7227,"E-JN","summer","3.post-predicted","Predicted_PM25_real",28.79212,"PM25","E","E-JN-pre","16.37","796.74"
"6006",7228,"E-JN","summer","3.post-predicted","Predicted_PM25_real",23.603582,"PM25","E","E-JN-pre","16.37","796.74"
"6007",7229,"E-JN","summer","3.post-predicted","Predicted_PM25_real",20.017618,"PM25","E","E-JN-pre","16.37","796.74"
"6008",7230,"E-JN","summer","3.post-predicted","Predicted_PM25_real",21.926802,"PM25","E","E-JN-pre","16.37","796.74"
"6009",7231,"E-JN","summer","3.post-predicted","Predicted_PM25_real",44.266533,"PM25","E","E-JN-pre","16.37","796.74"
"6010",7232,"E-JN","summer","3.post-predicted","Predicted_PM25_real",33.414455,"PM25","E","E-JN-pre","16.37","796.74"
"6011",7233,"E-JN","summer","3.post-predicted","Predicted_PM25_real",26.308905,"PM25","E","E-JN-pre","16.37","796.74"
"6012",7234,"E-JN","summer","3.post-predicted","Predicted_PM25_real",25.78894,"PM25","E","E-JN-pre","16.37","796.74"
"6013",7235,"E-JN","summer","3.post-predicted","Predicted_PM25_real",32.12334,"PM25","E","E-JN-pre","16.37","796.74"
"6014",7236,"E-JN","summer","3.post-predicted","Predicted_PM25_real",24.32774,"PM25","E","E-JN-pre","16.37","796.74"
"6015",7237,"E-JN","summer","3.post-predicted","Predicted_PM25_real",33.805214,"PM25","E","E-JN-pre","16.37","796.74"
"6016",7238,"E-JN","summer","3.post-predicted","Predicted_PM25_real",28.567255,"PM25","E","E-JN-pre","16.37","796.74"
"6017",7239,"E-JN","summer","3.post-predicted","Predicted_PM25_real",26.345932,"PM25","E","E-JN-pre","16.37","796.74"
"6018",7240,"E-JN","summer","3.post-predicted","Predicted_PM25_real",49.931698,"PM25","E","E-JN-pre","16.37","796.74"
"6019",7241,"E-JN","fall","3.post-predicted","Predicted_PM25_real",32.23109,"PM25","E","E-JN-pre","16.37","796.74"
"6020",7242,"E-JN","fall","3.post-predicted","Predicted_PM25_real",39.408348,"PM25","E","E-JN-pre","16.37","796.74"
"6021",7243,"E-JN","fall","3.post-predicted","Predicted_PM25_real",36.080387,"PM25","E","E-JN-pre","16.37","796.74"
"6022",7244,"E-JN","fall","3.post-predicted","Predicted_PM25_real",40.107185,"PM25","E","E-JN-pre","16.37","796.74"
"6023",7245,"E-JN","fall","3.post-predicted","Predicted_PM25_real",39.985847,"PM25","E","E-JN-pre","16.37","796.74"
"6024",7246,"E-JN","fall","3.post-predicted","Predicted_PM25_real",32.45629,"PM25","E","E-JN-pre","16.37","796.74"
"6025",7247,"E-JN","fall","3.post-predicted","Predicted_PM25_real",35.991077,"PM25","E","E-JN-pre","16.37","796.74"
"6026",7248,"E-JN","fall","3.post-predicted","Predicted_PM25_real",40.312927,"PM25","E","E-JN-pre","16.37","796.74"
"6027",7249,"E-JN","fall","3.post-predicted","Predicted_PM25_real",38.065884,"PM25","E","E-JN-pre","16.37","796.74"
"6028",7250,"E-JN","fall","3.post-predicted","Predicted_PM25_real",54.996975,"PM25","E","E-JN-pre","16.37","796.74"
"6029",7251,"E-JN","fall","3.post-predicted","Predicted_PM25_real",35.4659,"PM25","E","E-JN-pre","16.37","796.74"
"6030",7252,"E-JN","fall","3.post-predicted","Predicted_PM25_real",41.556347,"PM25","E","E-JN-pre","16.37","796.74"
"6031",7253,"E-JN","fall","3.post-predicted","Predicted_PM25_real",44.326782,"PM25","E","E-JN-pre","16.37","796.74"
"6032",7254,"E-JN","fall","3.post-predicted","Predicted_PM25_real",41.87094,"PM25","E","E-JN-pre","16.37","796.74"
"6033",7255,"E-JN","fall","3.post-predicted","Predicted_PM25_real",43.953957,"PM25","E","E-JN-pre","16.37","796.74"
"6034",7256,"E-JN","fall","3.post-predicted","Predicted_PM25_real",47.475937,"PM25","E","E-JN-pre","16.37","796.74"
"6035",7257,"E-JN","fall","3.post-predicted","Predicted_PM25_real",62.474247,"PM25","E","E-JN-pre","16.37","796.74"
"6036",7258,"E-JN","fall","3.post-predicted","Predicted_PM25_real",37.170734,"PM25","E","E-JN-pre","16.37","796.74"
"6037",7259,"E-JN","fall","3.post-predicted","Predicted_PM25_real",45.91596,"PM25","E","E-JN-pre","16.37","796.74"
"6038",7260,"E-JN","fall","3.post-predicted","Predicted_PM25_real",49.064285,"PM25","E","E-JN-pre","16.37","796.74"
"6039",7261,"E-JN","fall","3.post-predicted","Predicted_PM25_real",43.335987,"PM25","E","E-JN-pre","16.37","796.74"
"6040",7262,"E-JN","fall","3.post-predicted","Predicted_PM25_real",42.90453,"PM25","E","E-JN-pre","16.37","796.74"
"6041",7263,"E-JN","fall","3.post-predicted","Predicted_PM25_real",52.96865,"PM25","E","E-JN-pre","16.37","796.74"
"6042",7264,"E-JN","fall","3.post-predicted","Predicted_PM25_real",36.998215,"PM25","E","E-JN-pre","16.37","796.74"
"6043",7265,"E-JN","fall","3.post-predicted","Predicted_PM25_real",42.07651,"PM25","E","E-JN-pre","16.37","796.74"
"6044",7266,"E-JN","fall","3.post-predicted","Predicted_PM25_real",40.20197,"PM25","E","E-JN-pre","16.37","796.74"
"6045",7267,"E-JN","fall","3.post-predicted","Predicted_PM25_real",32.783936,"PM25","E","E-JN-pre","16.37","796.74"
"6046",7268,"E-JN","fall","3.post-predicted","Predicted_PM25_real",48.65595,"PM25","E","E-JN-pre","16.37","796.74"
"6047",7269,"E-JN","fall","3.post-predicted","Predicted_PM25_real",59.330383,"PM25","E","E-JN-pre","16.37","796.74"
"6048",7270,"E-JN","fall","3.post-predicted","Predicted_PM25_real",56.994465,"PM25","E","E-JN-pre","16.37","796.74"
"6049",7271,"E-JN","fall","3.post-predicted","Predicted_PM25_real",69.50361,"PM25","E","E-JN-pre","16.37","796.74"
"6050",7272,"E-JN","fall","3.post-predicted","Predicted_PM25_real",49.99267,"PM25","E","E-JN-pre","16.37","796.74"
"6051",7273,"E-JN","fall","3.post-predicted","Predicted_PM25_real",45.188473,"PM25","E","E-JN-pre","16.37","796.74"
"6052",7274,"E-JN","fall","3.post-predicted","Predicted_PM25_real",50.744465,"PM25","E","E-JN-pre","16.37","796.74"
"6053",7275,"E-JN","fall","3.post-predicted","Predicted_PM25_real",49.496853,"PM25","E","E-JN-pre","16.37","796.74"
"6054",7276,"E-JN","fall","3.post-predicted","Predicted_PM25_real",46.369682,"PM25","E","E-JN-pre","16.37","796.74"
"6055",7277,"E-JN","fall","3.post-predicted","Predicted_PM25_real",63.66169,"PM25","E","E-JN-pre","16.37","796.74"
"6056",7278,"E-JN","fall","3.post-predicted","Predicted_PM25_real",37.8327,"PM25","E","E-JN-pre","16.37","796.74"
"6057",7279,"E-JN","fall","3.post-predicted","Predicted_PM25_real",94.94527,"PM25","E","E-JN-pre","16.37","796.74"
"6058",7280,"E-JN","fall","3.post-predicted","Predicted_PM25_real",90.82605,"PM25","E","E-JN-pre","16.37","796.74"
"6059",7281,"E-JN","fall","3.post-predicted","Predicted_PM25_real",39.030273,"PM25","E","E-JN-pre","16.37","796.74"
"6060",7282,"E-JN","fall","3.post-predicted","Predicted_PM25_real",61.988487,"PM25","E","E-JN-pre","16.37","796.74"
"6061",7283,"E-JN","fall","3.post-predicted","Predicted_PM25_real",71.41821,"PM25","E","E-JN-pre","16.37","796.74"
"6062",7284,"E-JN","fall","3.post-predicted","Predicted_PM25_real",70.00174,"PM25","E","E-JN-pre","16.37","796.74"
"6063",7285,"E-JN","fall","3.post-predicted","Predicted_PM25_real",43.84035,"PM25","E","E-JN-pre","16.37","796.74"
"6064",7286,"E-JN","fall","3.post-predicted","Predicted_PM25_real",76.34852,"PM25","E","E-JN-pre","16.37","796.74"
"6065",7287,"E-JN","fall","3.post-predicted","Predicted_PM25_real",34.585796,"PM25","E","E-JN-pre","16.37","796.74"
"6066",7288,"E-JN","fall","3.post-predicted","Predicted_PM25_real",60.730076,"PM25","E","E-JN-pre","16.37","796.74"
"6067",7289,"E-JN","fall","3.post-predicted","Predicted_PM25_real",63.854256,"PM25","E","E-JN-pre","16.37","796.74"
"6068",7290,"E-JN","fall","3.post-predicted","Predicted_PM25_real",45.380196,"PM25","E","E-JN-pre","16.37","796.74"
"6069",7291,"E-JN","fall","3.post-predicted","Predicted_PM25_real",51.502934,"PM25","E","E-JN-pre","16.37","796.74"
"6070",7292,"E-JN","fall","3.post-predicted","Predicted_PM25_real",60.29132,"PM25","E","E-JN-pre","16.37","796.74"
"6071",7293,"E-JN","fall","3.post-predicted","Predicted_PM25_real",57.720238,"PM25","E","E-JN-pre","16.37","796.74"
"6072",7294,"E-JN","fall","3.post-predicted","Predicted_PM25_real",36.478714,"PM25","E","E-JN-pre","16.37","796.74"
"6073",7295,"E-JN","fall","3.post-predicted","Predicted_PM25_real",47.33969,"PM25","E","E-JN-pre","16.37","796.74"
"6074",7296,"E-JN","fall","3.post-predicted","Predicted_PM25_real",37.01053,"PM25","E","E-JN-pre","16.37","796.74"
"6075",7297,"E-JN","fall","3.post-predicted","Predicted_PM25_real",48.213173,"PM25","E","E-JN-pre","16.37","796.74"
"6076",7298,"E-JN","fall","3.post-predicted","Predicted_PM25_real",50.155315,"PM25","E","E-JN-pre","16.37","796.74"
"6077",7299,"E-JN","fall","3.post-predicted","Predicted_PM25_real",49.216476,"PM25","E","E-JN-pre","16.37","796.74"
"6078",7300,"E-JN","fall","3.post-predicted","Predicted_PM25_real",44.83948,"PM25","E","E-JN-pre","16.37","796.74"
"6079",7301,"E-JN","fall","3.post-predicted","Predicted_PM25_real",58.653706,"PM25","E","E-JN-pre","16.37","796.74"
"6080",7302,"E-JN","fall","3.post-predicted","Predicted_PM25_real",86.49548,"PM25","E","E-JN-pre","16.37","796.74"
"6081",7303,"E-JN","fall","3.post-predicted","Predicted_PM25_real",126.64819,"PM25","E","E-JN-pre","16.37","796.74"
"6082",7304,"E-JN","fall","3.post-predicted","Predicted_PM25_real",71.39615,"PM25","E","E-JN-pre","16.37","796.74"
"6083",7305,"E-JN","fall","3.post-predicted","Predicted_PM25_real",86.11507,"PM25","E","E-JN-pre","16.37","796.74"
"6084",7306,"E-JN","fall","3.post-predicted","Predicted_PM25_real",29.651945,"PM25","E","E-JN-pre","16.37","796.74"
"6085",7307,"E-JN","fall","3.post-predicted","Predicted_PM25_real",42.13045,"PM25","E","E-JN-pre","16.37","796.74"
"6086",7308,"E-JN","fall","3.post-predicted","Predicted_PM25_real",56.085163,"PM25","E","E-JN-pre","16.37","796.74"
"6087",7309,"E-JN","fall","3.post-predicted","Predicted_PM25_real",52.63339,"PM25","E","E-JN-pre","16.37","796.74"
"6088",7310,"E-JN","fall","3.post-predicted","Predicted_PM25_real",60.6128,"PM25","E","E-JN-pre","16.37","796.74"
"6089",7311,"E-JN","fall","3.post-predicted","Predicted_PM25_real",46.54423,"PM25","E","E-JN-pre","16.37","796.74"
"6090",7312,"E-JN","fall","3.post-predicted","Predicted_PM25_real",30.057486,"PM25","E","E-JN-pre","16.37","796.74"
"6091",7313,"E-JN","fall","3.post-predicted","Predicted_PM25_real",37.33785,"PM25","E","E-JN-pre","16.37","796.74"
"6092",7314,"E-JN","fall","3.post-predicted","Predicted_PM25_real",36.468876,"PM25","E","E-JN-pre","16.37","796.74"
"6093",7315,"E-JN","fall","3.post-predicted","Predicted_PM25_real",58.647507,"PM25","E","E-JN-pre","16.37","796.74"
"6094",7316,"E-JN","fall","3.post-predicted","Predicted_PM25_real",57.211372,"PM25","E","E-JN-pre","16.37","796.74"
"6095",7317,"E-JN","fall","3.post-predicted","Predicted_PM25_real",62.587547,"PM25","E","E-JN-pre","16.37","796.74"
"6096",7318,"E-JN","fall","3.post-predicted","Predicted_PM25_real",108.194374,"PM25","E","E-JN-pre","16.37","796.74"
"6097",7319,"E-JN","fall","3.post-predicted","Predicted_PM25_real",78.56752,"PM25","E","E-JN-pre","16.37","796.74"
"6098",7320,"E-JN","fall","3.post-predicted","Predicted_PM25_real",100.072205,"PM25","E","E-JN-pre","16.37","796.74"
"6099",7321,"E-JN","fall","3.post-predicted","Predicted_PM25_real",48.9194,"PM25","E","E-JN-pre","16.37","796.74"
"6100",7322,"E-JN","fall","3.post-predicted","Predicted_PM25_real",71.16932,"PM25","E","E-JN-pre","16.37","796.74"
"6101",7323,"E-JN","fall","3.post-predicted","Predicted_PM25_real",76.732605,"PM25","E","E-JN-pre","16.37","796.74"
"6102",7324,"E-JN","fall","3.post-predicted","Predicted_PM25_real",101.02831,"PM25","E","E-JN-pre","16.37","796.74"
"6103",7325,"E-JN","fall","3.post-predicted","Predicted_PM25_real",59.619907,"PM25","E","E-JN-pre","16.37","796.74"
"6104",7326,"E-JN","fall","3.post-predicted","Predicted_PM25_real",59.319397,"PM25","E","E-JN-pre","16.37","796.74"
"6105",7327,"E-JN","fall","3.post-predicted","Predicted_PM25_real",76.18891,"PM25","E","E-JN-pre","16.37","796.74"
"6106",7328,"E-JN","fall","3.post-predicted","Predicted_PM25_real",153.45801,"PM25","E","E-JN-pre","16.37","796.74"
"6107",7329,"E-JN","winter","3.post-predicted","Predicted_PM25_real",140.14854,"PM25","E","E-JN-pre","16.37","796.74"
"6108",7330,"E-JN","winter","3.post-predicted","Predicted_PM25_real",116.52439,"PM25","E","E-JN-pre","16.37","796.74"
"6109",7331,"E-JN","winter","3.post-predicted","Predicted_PM25_real",119.90606,"PM25","E","E-JN-pre","16.37","796.74"
"6110",7332,"E-JN","winter","3.post-predicted","Predicted_PM25_real",115.933876,"PM25","E","E-JN-pre","16.37","796.74"
"6111",7333,"E-JN","winter","3.post-predicted","Predicted_PM25_real",76.24918,"PM25","E","E-JN-pre","16.37","796.74"
"6112",7334,"E-JN","winter","3.post-predicted","Predicted_PM25_real",86.16214,"PM25","E","E-JN-pre","16.37","796.74"
"6113",7335,"E-JN","winter","3.post-predicted","Predicted_PM25_real",152.77274,"PM25","E","E-JN-pre","16.37","796.74"
"6114",7336,"E-JN","winter","3.post-predicted","Predicted_PM25_real",121.78892,"PM25","E","E-JN-pre","16.37","796.74"
"6115",7337,"E-JN","winter","3.post-predicted","Predicted_PM25_real",123.77324,"PM25","E","E-JN-pre","16.37","796.74"
"6116",7338,"E-JN","winter","3.post-predicted","Predicted_PM25_real",72.09033,"PM25","E","E-JN-pre","16.37","796.74"
"6117",7339,"E-JN","winter","3.post-predicted","Predicted_PM25_real",88.59785,"PM25","E","E-JN-pre","16.37","796.74"
"6118",7340,"E-JN","winter","3.post-predicted","Predicted_PM25_real",141.157,"PM25","E","E-JN-pre","16.37","796.74"
"6119",7341,"E-JN","winter","3.post-predicted","Predicted_PM25_real",82.06115,"PM25","E","E-JN-pre","16.37","796.74"
"6120",7342,"E-JN","winter","3.post-predicted","Predicted_PM25_real",108.19333,"PM25","E","E-JN-pre","16.37","796.74"
"6121",7343,"E-JN","winter","3.post-predicted","Predicted_PM25_real",71.06733,"PM25","E","E-JN-pre","16.37","796.74"
"6122",7344,"E-JN","winter","3.post-predicted","Predicted_PM25_real",80.56406,"PM25","E","E-JN-pre","16.37","796.74"
"6123",7345,"E-JN","winter","3.post-predicted","Predicted_PM25_real",171.6977,"PM25","E","E-JN-pre","16.37","796.74"
"6124",7346,"E-JN","winter","3.post-predicted","Predicted_PM25_real",206.16048,"PM25","E","E-JN-pre","16.37","796.74"
"6125",7347,"E-JN","winter","3.post-predicted","Predicted_PM25_real",48.997406,"PM25","E","E-JN-pre","16.37","796.74"
"6126",7348,"E-JN","winter","3.post-predicted","Predicted_PM25_real",39.0699,"PM25","E","E-JN-pre","16.37","796.74"
"6127",7349,"E-JN","winter","3.post-predicted","Predicted_PM25_real",77.70566,"PM25","E","E-JN-pre","16.37","796.74"
"6128",7350,"E-JN","winter","3.post-predicted","Predicted_PM25_real",83.13143,"PM25","E","E-JN-pre","16.37","796.74"
"6129",7351,"E-JN","winter","3.post-predicted","Predicted_PM25_real",88.40733,"PM25","E","E-JN-pre","16.37","796.74"
"6130",7352,"E-JN","winter","3.post-predicted","Predicted_PM25_real",41.720013,"PM25","E","E-JN-pre","16.37","796.74"
"6131",7353,"E-JN","winter","3.post-predicted","Predicted_PM25_real",42.11834,"PM25","E","E-JN-pre","16.37","796.74"
"6132",7354,"E-JN","winter","3.post-predicted","Predicted_PM25_real",96.81938,"PM25","E","E-JN-pre","16.37","796.74"
"6133",7355,"E-JN","winter","3.post-predicted","Predicted_PM25_real",62.84598,"PM25","E","E-JN-pre","16.37","796.74"
"6134",7356,"E-JN","winter","3.post-predicted","Predicted_PM25_real",133.94003,"PM25","E","E-JN-pre","16.37","796.74"
"6135",7357,"E-JN","winter","3.post-predicted","Predicted_PM25_real",110.741,"PM25","E","E-JN-pre","16.37","796.74"
"6136",7358,"E-JN","winter","3.post-predicted","Predicted_PM25_real",88.586395,"PM25","E","E-JN-pre","16.37","796.74"
"6137",7359,"E-JN","winter","3.post-predicted","Predicted_PM25_real",52.42541,"PM25","E","E-JN-pre","16.37","796.74"
"6138",7360,"E-JN","winter","3.post-predicted","Predicted_PM25_real",82.057945,"PM25","E","E-JN-pre","16.37","796.74"
"6139",7361,"E-JN","winter","3.post-predicted","Predicted_PM25_real",86.41996,"PM25","E","E-JN-pre","16.37","796.74"
"6140",7362,"E-JN","winter","3.post-predicted","Predicted_PM25_real",72.45972,"PM25","E","E-JN-pre","16.37","796.74"
"6141",7363,"E-JN","winter","3.post-predicted","Predicted_PM25_real",29.344225,"PM25","E","E-JN-pre","16.37","796.74"
"6142",7364,"E-JN","winter","3.post-predicted","Predicted_PM25_real",18.142199,"PM25","E","E-JN-pre","16.37","796.74"
"6143",7365,"E-JN","winter","3.post-predicted","Predicted_PM25_real",55.98576,"PM25","E","E-JN-pre","16.37","796.74"
"6144",7366,"E-JN","winter","3.post-predicted","Predicted_PM25_real",40.917763,"PM25","E","E-JN-pre","16.37","796.74"
"6145",7367,"E-JN","winter","3.post-predicted","Predicted_PM25_real",101.17554,"PM25","E","E-JN-pre","16.37","796.74"
"6146",7368,"E-JN","winter","3.post-predicted","Predicted_PM25_real",162.53029,"PM25","E","E-JN-pre","16.37","796.74"
"6147",7369,"E-JN","winter","3.post-predicted","Predicted_PM25_real",61.567337,"PM25","E","E-JN-pre","16.37","796.74"
"6148",7370,"E-JN","winter","3.post-predicted","Predicted_PM25_real",59.64448,"PM25","E","E-JN-pre","16.37","796.74"
"6149",7371,"E-JN","winter","3.post-predicted","Predicted_PM25_real",29.720066,"PM25","E","E-JN-pre","16.37","796.74"
"6150",7372,"E-JN","winter","3.post-predicted","Predicted_PM25_real",21.86612,"PM25","E","E-JN-pre","16.37","796.74"
"6151",7373,"E-JN","winter","3.post-predicted","Predicted_PM25_real",12.890297,"PM25","E","E-JN-pre","16.37","796.74"
"6152",7374,"E-JN","winter","3.post-predicted","Predicted_PM25_real",41.696766,"PM25","E","E-JN-pre","16.37","796.74"
"6153",7375,"E-JN","winter","3.post-predicted","Predicted_PM25_real",30.323933,"PM25","E","E-JN-pre","16.37","796.74"
"6154",7376,"E-JN","winter","3.post-predicted","Predicted_PM25_real",42.34757,"PM25","E","E-JN-pre","16.37","796.74"
"6155",7377,"E-JN","winter","3.post-predicted","Predicted_PM25_real",47.28752,"PM25","E","E-JN-pre","16.37","796.74"
"6156",7378,"E-JN","winter","3.post-predicted","Predicted_PM25_real",86.250465,"PM25","E","E-JN-pre","16.37","796.74"
"6157",7379,"E-JN","winter","3.post-predicted","Predicted_PM25_real",75.821976,"PM25","E","E-JN-pre","16.37","796.74"
"6158",7380,"E-JN","winter","3.post-predicted","Predicted_PM25_real",62.411716,"PM25","E","E-JN-pre","16.37","796.74"
"6159",7381,"E-JN","winter","3.post-predicted","Predicted_PM25_real",44.17699,"PM25","E","E-JN-pre","16.37","796.74"
"6160",7382,"E-JN","winter","3.post-predicted","Predicted_PM25_real",43.474434,"PM25","E","E-JN-pre","16.37","796.74"
"6161",7383,"E-JN","winter","3.post-predicted","Predicted_PM25_real",77.48252,"PM25","E","E-JN-pre","16.37","796.74"
"6162",7384,"E-JN","winter","3.post-predicted","Predicted_PM25_real",91.56761,"PM25","E","E-JN-pre","16.37","796.74"
"6163",7385,"E-JN","winter","3.post-predicted","Predicted_PM25_real",128.66559,"PM25","E","E-JN-pre","16.37","796.74"
"6164",7386,"E-JN","winter","3.post-predicted","Predicted_PM25_real",83.947044,"PM25","E","E-JN-pre","16.37","796.74"
"6165",7387,"E-JN","winter","3.post-predicted","Predicted_PM25_real",142.51906,"PM25","E","E-JN-pre","16.37","796.74"
"6166",7388,"E-JN","winter","3.post-predicted","Predicted_PM25_real",128.09486,"PM25","E","E-JN-pre","16.37","796.74"
"6167",7389,"E-JN","winter","3.post-predicted","Predicted_PM25_real",153.26465,"PM25","E","E-JN-pre","16.37","796.74"
"6168",7390,"E-JN","winter","3.post-predicted","Predicted_PM25_real",170.67468,"PM25","E","E-JN-pre","16.37","796.74"
"6169",7391,"E-JN","winter","3.post-predicted","Predicted_PM25_real",89.52402,"PM25","E","E-JN-pre","16.37","796.74"
"6170",7392,"E-JN","winter","3.post-predicted","Predicted_PM25_real",56.79432,"PM25","E","E-JN-pre","16.37","796.74"
"6171",7393,"E-JN","winter","3.post-predicted","Predicted_PM25_real",49.637947,"PM25","E","E-JN-pre","16.37","796.74"
"6172",7394,"E-JN","winter","3.post-predicted","Predicted_PM25_real",69.56862,"PM25","E","E-JN-pre","16.37","796.74"
"6173",7395,"E-JN","winter","3.post-predicted","Predicted_PM25_real",60.921673,"PM25","E","E-JN-pre","16.37","796.74"
"6174",7396,"E-JN","winter","3.post-predicted","Predicted_PM25_real",61.02324,"PM25","E","E-JN-pre","16.37","796.74"
"6175",7397,"E-JN","winter","3.post-predicted","Predicted_PM25_real",44.78381,"PM25","E","E-JN-pre","16.37","796.74"
"6176",7398,"E-JN","winter","3.post-predicted","Predicted_PM25_real",73.56547,"PM25","E","E-JN-pre","16.37","796.74"
"6177",7399,"E-JN","winter","3.post-predicted","Predicted_PM25_real",57.426525,"PM25","E","E-JN-pre","16.37","796.74"
"6178",7400,"E-JN","winter","3.post-predicted","Predicted_PM25_real",52.85803,"PM25","E","E-JN-pre","16.37","796.74"
"6179",7401,"E-JN","winter","3.post-predicted","Predicted_PM25_real",71.538895,"PM25","E","E-JN-pre","16.37","796.74"
"6180",7402,"E-JN","winter","3.post-predicted","Predicted_PM25_real",59.176617,"PM25","E","E-JN-pre","16.37","796.74"
"6181",7403,"E-JN","winter","3.post-predicted","Predicted_PM25_real",65.89247,"PM25","E","E-JN-pre","16.37","796.74"
"6182",7404,"E-JN","winter","3.post-predicted","Predicted_PM25_real",63.62033,"PM25","E","E-JN-pre","16.37","796.74"
"6183",7405,"E-JN","winter","3.post-predicted","Predicted_PM25_real",81.627884,"PM25","E","E-JN-pre","16.37","796.74"
"6184",7406,"E-JN","winter","3.post-predicted","Predicted_PM25_real",68.93843,"PM25","E","E-JN-pre","16.37","796.74"
"6185",7407,"E-JN","winter","3.post-predicted","Predicted_PM25_real",64.88656,"PM25","E","E-JN-pre","16.37","796.74"
"6186",7408,"E-JN","winter","3.post-predicted","Predicted_PM25_real",97.86749,"PM25","E","E-JN-pre","16.37","796.74"
"6187",7409,"E-JN","winter","3.post-predicted","Predicted_PM25_real",147.32465,"PM25","E","E-JN-pre","16.37","796.74"
"6188",7410,"E-JN","winter","3.post-predicted","Predicted_PM25_real",90.522156,"PM25","E","E-JN-pre","16.37","796.74"
"6189",7411,"E-JN","winter","3.post-predicted","Predicted_PM25_real",51.0742,"PM25","E","E-JN-pre","16.37","796.74"
"6190",7412,"E-JN","winter","3.post-predicted","Predicted_PM25_real",35.12715,"PM25","E","E-JN-pre","16.37","796.74"
"6191",7413,"E-JN","winter","3.post-predicted","Predicted_PM25_real",51.30706,"PM25","E","E-JN-pre","16.37","796.74"
"6192",7414,"E-JN","winter","3.post-predicted","Predicted_PM25_real",61.019333,"PM25","E","E-JN-pre","16.37","796.74"
